Order ID,Order Date,Customer ID,Category,Sub-Category,Product,Region,Quantity,Unit Price,Discount,Sales,Profit
ORD00594,2025-05-11,CUST0574,Furniture,Chairs,Chairs Product 5,West,1,192.06,0.0,192.06,31.44
ORD00595,2025-06-19,CUST0664,Furniture,Desks,Desks Product 8,South,5,53.98,0.2,215.92,43.16
ORD00596,2025-11-03,CUST0739,Furniture,Tables,Tables Product 8,East,1,37.09,0.05,35.24,6.07
ORD00597,2025-05-27,CUST0588,Office Supplies,Paper,Paper Product 7,West,1,56.58,0.0,56.58,6.15
ORD00598,2025-07-12,CUST0438,Office Supplies,Paper,Paper Product 6,West,3,127.32,0.15,324.67,71.02
ORD00599,2025-06-23,CUST0143,Electronics,Phones,Phones Product 3,South,1,134.4,0.0,134.4,21.39
ORD00600,2025-11-12,CUST0693,Office Supplies,Storage,Storage Product 2,South,3,70.12,0.05,199.84,22.2
ORD00601,2025-03-17,CUST0080,Furniture,Desks,Desks Product 2,North,1,152.97,0.05,145.32,33.89
ORD00602,2025-08-10,CUST0398,Accessories,Cables,Cables Product 1,South,3,24.56,0.05,70.0,5.23
ORD00603,2025-08-25,CUST0741,Furniture,Tables,Tables Product 2,West,2,358.05,0.0,716.1,67.75
ORD00604,2025-09-29,CUST0073,Electronics,Laptops,Laptops Product 7,West,4,48.11,0.15,163.57,13.81
ORD00605,2025-06-05,CUST0090,Accessories,Bags,Bags Product 1,North,1,27.4,0.2,21.92,3.79
ORD00606,2025-05-04,CUST0253,Office Supplies,Paper,Paper Product 5,North,5,79.15,0.0,395.75,63.0
ORD00607,2025-04-10,CUST0531,Electronics,Headphones,Headphones Product 2,North,5,27.45,0.0,137.25,24.65
ORD00608,2025-09-19,CUST0158,Furniture,Chairs,Chairs Product 5,North,1,25.89,0.0,25.89,4.77
ORD00609,2025-01-20,CUST0298,Office Supplies,Paper,Paper Product 1,East,5,62.58,0.05,297.25,58.82
ORD00610,2025-06-08,CUST0176,Furniture,Chairs,Chairs Product 2,South,3,24.08,0.0,72.24,6.82
ORD00611,2025-12-30,CUST0672,Electronics,Headphones,Headphones Product 3,North,3,39.9,0.05,113.71,9.51
ORD00612,2025-02-18,CUST0145,Electronics,Laptops,Laptops Product 6,East,1,21.08,0.05,20.03,2.71
ORD00613,2025-11-07,CUST0053,Furniture,Tables,Tables Product 4,West,5,291.37,0.05,1384.01,144.39
ORD00614,2025-03-11,CUST0743,Electronics,Phones,Phones Product 5,North,1,39.51,0.0,39.51,4.52
ORD00615,2025-07-20,CUST0260,Furniture,Tables,Tables Product 6,West,2,60.83,0.05,115.58,9.83
ORD00616,2025-04-03,CUST0757,Electronics,Headphones,Headphones Product 4,East,1,30.37,0.15,25.81,5.21
ORD00617,2025-06-25,CUST0617,Office Supplies,Binders,Binders Product 6,North,4,81.89,0.05,311.18,43.1
ORD00618,2025-07-14,CUST0303,Office Supplies,Storage,Storage Product 1,West,1,68.62,0.0,68.62,17.11
ORD00619,2025-10-03,CUST0419,Accessories,Cables,Cables Product 3,East,3,58.79,0.2,141.1,17.79
ORD00620,2025-03-08,CUST0535,Electronics,Phones,Phones Product 2,East,2,114.7,0.1,206.46,50.57
ORD00621,2025-10-30,CUST0095,Furniture,Tables,Tables Product 4,South,4,144.19,0.0,576.76,156.12
ORD00622,2025-03-18,CUST0095,Accessories,Cables,Cables Product 2,West,5,30.6,0.0,153.0,30.18
ORD00623,2025-09-11,CUST0323,Office Supplies,Paper,Paper Product 6,East,4,39.08,0.0,156.32,24.79
ORD00624,2025-06-08,CUST0459,Furniture,Desks,Desks Product 1,North,1,74.65,0.05,70.92,13.99
ORD00625,2025-05-15,CUST0374,Accessories,Cables,Cables Product 5,West,1,80.31,0.1,72.28,8.45
ORD00626,2025-06-24,CUST0081,Accessories,Bags,Bags Product 6,West,3,38.52,0.0,115.56,13.36
ORD00627,2025-03-10,CUST0119,Office Supplies,Storage,Storage Product 5,South,3,71.14,0.0,213.42,42.3
ORD00628,2025-06-21,CUST0245,Office Supplies,Binders,Binders Product 3,West,5,49.07,0.1,220.81,36.86
ORD00629,2025-09-17,CUST0252,Office Supplies,Paper,Paper Product 3,East,5,184.9,0.15,785.82,114.9
ORD00630,2025-11-13,CUST0472,Accessories,Keyboards,Keyboards Product 3,West,4,60.54,0.1,217.94,23.66
ORD00631,2025-06-26,CUST0324,Accessories,Bags,Bags Product 4,South,3,39.71,0.15,101.26,22.27
ORD00632,2025-07-08,CUST0726,Accessories,Cables,Cables Product 6,East,1,88.39,0.05,83.97,19.08
ORD00633,2025-06-06,CUST0100,Accessories,Cables,Cables Product 5,North,1,53.9,0.05,51.2,3.66
ORD00634,2025-10-18,CUST0027,Accessories,Keyboards,Keyboards Product 1,South,4,54.76,0.0,219.04,40.7
ORD00635,2025-04-04,CUST0062,Office Supplies,Binders,Binders Product 4,West,3,78.21,0.1,211.17,29.99
ORD00636,2025-01-20,CUST0006,Electronics,Phones,Phones Product 4,West,3,105.93,0.05,301.9,55.45
ORD00637,2025-06-14,CUST0421,Electronics,Laptops,Laptops Product 7,South,4,40.11,0.05,152.42,18.83
ORD00638,2025-05-26,CUST0429,Furniture,Chairs,Chairs Product 6,South,4,14.3,0.0,57.2,9.2
ORD00639,2025-09-15,CUST0103,Accessories,Keyboards,Keyboards Product 5,South,2,11.05,0.0,22.1,5.26
ORD00640,2025-10-09,CUST0102,Office Supplies,Binders,Binders Product 8,East,5,63.47,0.15,269.75,50.62
ORD00641,2025-12-02,CUST0134,Furniture,Tables,Tables Product 1,West,3,98.55,0.0,295.65,31.57
ORD00642,2025-11-26,CUST0224,Furniture,Chairs,Chairs Product 8,East,1,19.16,0.05,18.2,4.27
ORD00643,2025-11-19,CUST0057,Accessories,Bags,Bags Product 7,West,1,36.39,0.0,36.39,4.4
ORD00644,2025-09-06,CUST0050,Electronics,Laptops,Laptops Product 5,South,4,156.76,0.1,564.34,52.49
ORD00645,2025-09-13,CUST0448,Office Supplies,Paper,Paper Product 5,North,4,40.62,0.05,154.36,13.92
ORD00646,2025-06-20,CUST0146,Electronics,Laptops,Laptops Product 3,North,4,97.15,0.2,310.88,51.89
ORD00647,2025-02-25,CUST0710,Office Supplies,Binders,Binders Product 2,West,3,52.51,0.15,133.9,21.84
ORD00648,2025-05-26,CUST0618,Office Supplies,Binders,Binders Product 6,North,2,30.44,0.0,60.88,13.79
ORD00649,2025-05-21,CUST0785,Office Supplies,Paper,Paper Product 7,North,3,569.71,0.1,1538.22,325.49
ORD00650,2025-04-24,CUST0017,Furniture,Tables,Tables Product 8,North,3,220.61,0.0,661.83,166.05
ORD00651,2025-05-05,CUST0013,Office Supplies,Storage,Storage Product 7,East,2,38.65,0.0,77.3,14.39
ORD00652,2025-07-31,CUST0767,Electronics,Headphones,Headphones Product 6,West,1,25.39,0.2,20.31,1.74
ORD00653,2025-10-26,CUST0398,Furniture,Chairs,Chairs Product 7,East,3,31.01,0.05,88.38,13.44
ORD00654,2025-11-17,CUST0034,Accessories,Bags,Bags Product 5,South,4,37.15,0.15,126.31,10.71
ORD00655,2025-04-16,CUST0103,Accessories,Keyboards,Keyboards Product 5,West,5,132.02,0.0,660.1,99.72
ORD00656,2025-07-31,CUST0795,Electronics,Laptops,Laptops Product 8,East,5,78.23,0.15,332.48,28.52
ORD00657,2025-01-24,CUST0329,Electronics,Laptops,Laptops Product 4,North,2,31.43,0.05,59.72,13.7
ORD00658,2025-04-02,CUST0571,Furniture,Chairs,Chairs Product 2,West,3,74.21,0.1,200.37,29.93
ORD00659,2025-01-05,CUST0617,Furniture,Tables,Tables Product 8,North,4,60.69,0.05,230.62,31.45
ORD00660,2025-04-13,CUST0003,Office Supplies,Paper,Paper Product 4,East,3,86.49,0.0,259.47,63.3
ORD00661,2025-10-15,CUST0725,Furniture,Desks,Desks Product 5,North,5,184.46,0.0,922.3,225.82
ORD00662,2025-01-07,CUST0593,Office Supplies,Storage,Storage Product 4,West,1,38.55,0.05,36.62,2.9
ORD00663,2025-02-07,CUST0022,Electronics,Headphones,Headphones Product 7,East,5,95.39,0.0,476.95,83.38
ORD00664,2025-11-23,CUST0102,Electronics,Laptops,Laptops Product 1,North,1,69.89,0.05,66.4,15.26
ORD00665,2025-03-27,CUST0363,Office Supplies,Binders,Binders Product 8,East,1,30.52,0.2,24.42,4.47
ORD00666,2025-08-02,CUST0042,Office Supplies,Binders,Binders Product 4,West,5,40.13,0.0,200.65,42.38
ORD00667,2025-12-14,CUST0568,Electronics,Headphones,Headphones Product 2,West,5,114.17,0.05,542.31,117.05
ORD00668,2025-05-21,CUST0380,Office Supplies,Storage,Storage Product 7,East,4,124.89,0.1,449.6,35.35
ORD00669,2025-06-07,CUST0067,Furniture,Chairs,Chairs Product 2,West,4,75.39,0.0,301.56,55.01
ORD00670,2025-03-24,CUST0021,Office Supplies,Paper,Paper Product 8,East,1,200.07,0.0,200.07,51.87
ORD00671,2025-03-24,CUST0402,Accessories,Bags,Bags Product 3,East,2,150.73,0.15,256.24,57.8
ORD00672,2025-04-07,CUST0415,Electronics,Headphones,Headphones Product 2,East,4,37.93,0.0,151.72,35.21
ORD00673,2025-06-10,CUST0678,Electronics,Phones,Phones Product 7,East,3,138.78,0.1,374.71,32.38
ORD00674,2025-11-27,CUST0476,Accessories,Keyboards,Keyboards Product 5,West,4,53.39,0.0,213.56,37.09
ORD00675,2025-11-16,CUST0571,Furniture,Tables,Tables Product 6,North,2,71.43,0.0,142.86,12.92
ORD00676,2025-09-05,CUST0409,Electronics,Phones,Phones Product 3,South,2,62.07,0.0,124.14,9.99
ORD00677,2025-08-12,CUST0435,Office Supplies,Paper,Paper Product 2,East,3,430.72,0.05,1227.55,175.97
ORD00678,2025-10-20,CUST0665,Electronics,Laptops,Laptops Product 1,South,2,45.26,0.0,90.52,23.57
ORD00679,2025-07-27,CUST0277,Office Supplies,Binders,Binders Product 3,South,1,162.97,0.0,162.97,22.7
ORD00680,2025-11-27,CUST0366,Electronics,Laptops,Laptops Product 6,South,2,61.49,0.15,104.53,6.73
ORD00681,2025-07-22,CUST0484,Furniture,Tables,Tables Product 6,West,2,76.17,0.15,129.49,30.72
ORD00682,2025-04-23,CUST0036,Office Supplies,Paper,Paper Product 6,West,3,28.61,0.0,85.83,16.89
ORD00683,2025-06-01,CUST0692,Office Supplies,Binders,Binders Product 2,East,4,45.1,0.2,144.32,9.38
ORD00684,2025-12-03,CUST0223,Electronics,Phones,Phones Product 1,East,4,14.57,0.0,58.28,15.22
ORD00685,2025-06-30,CUST0517,Electronics,Laptops,Laptops Product 7,South,5,41.12,0.05,195.32,22.47
ORD00686,2025-05-26,CUST0691,Accessories,Cables,Cables Product 5,South,3,55.37,0.15,141.19,12.82
ORD00687,2025-02-10,CUST0694,Furniture,Desks,Desks Product 7,North,1,96.49,0.05,91.67,15.81
ORD00688,2025-01-09,CUST0395,Accessories,Keyboards,Keyboards Product 2,West,1,67.94,0.0,67.94,11.94
ORD00689,2025-01-07,CUST0007,Electronics,Headphones,Headphones Product 2,South,3,44.62,0.1,120.47,17.72
ORD00690,2025-10-02,CUST0471,Furniture,Desks,Desks Product 7,East,3,164.94,0.1,445.34,53.12
ORD00691,2025-02-14,CUST0691,Accessories,Keyboards,Keyboards Product 3,East,5,152.69,0.0,763.45,126.92
ORD00692,2025-12-05,CUST0680,Accessories,Keyboards,Keyboards Product 4,East,2,134.75,0.05,256.02,56.88
ORD00693,2025-09-22,CUST0539,Electronics,Phones,Phones Product 7,East,1,38.39,0.0,38.39,7.3
ORD00694,2025-01-08,CUST0533,Furniture,Tables,Tables Product 4,West,4,22.85,0.05,86.83,7.42
ORD00695,2025-05-14,CUST0547,Office Supplies,Paper,Paper Product 4,North,1,104.7,0.0,104.7,29.1
ORD00696,2025-06-18,CUST0227,Furniture,Tables,Tables Product 2,North,2,14.84,0.0,29.68,6.68
ORD00697,2025-01-01,CUST0689,Furniture,Desks,Desks Product 7,East,2,149.94,0.0,299.88,68.74
ORD00698,2025-01-04,CUST0220,Office Supplies,Binders,Binders Product 8,West,1,88.54,0.2,70.83,5.56
ORD00699,2025-08-30,CUST0737,Electronics,Laptops,Laptops Product 5,East,3,58.28,0.0,174.84,33.35
ORD00700,2025-11-04,CUST0153,Furniture,Chairs,Chairs Product 3,West,5,49.17,0.0,245.85,61.4
ORD00701,2025-06-28,CUST0756,Accessories,Bags,Bags Product 7,East,5,38.83,0.1,174.73,37.24
ORD00702,2025-01-27,CUST0515,Accessories,Keyboards,Keyboards Product 2,West,4,69.42,0.05,263.8,65.96
ORD00703,2025-07-01,CUST0106,Accessories,Bags,Bags Product 8,West,5,30.48,0.0,152.4,18.63
ORD00704,2025-05-04,CUST0738,Furniture,Chairs,Chairs Product 6,West,1,32.12,0.0,32.12,6.57
ORD00705,2025-09-13,CUST0574,Furniture,Tables,Tables Product 1,North,2,22.94,0.15,39.0,3.36
ORD00706,2025-10-23,CUST0259,Accessories,Bags,Bags Product 5,South,5,98.22,0.1,441.99,65.59
ORD00707,2025-07-20,CUST0518,Office Supplies,Paper,Paper Product 8,West,3,37.09,0.05,105.71,11.69
ORD00708,2025-11-14,CUST0265,Office Supplies,Storage,Storage Product 4,North,5,19.49,0.1,87.7,19.72
ORD00709,2025-04-10,CUST0563,Electronics,Laptops,Laptops Product 6,West,2,118.57,0.0,237.14,31.84
ORD00710,2025-07-19,CUST0161,Electronics,Headphones,Headphones Product 1,North,2,108.92,0.0,217.84,27.05
ORD00711,2025-01-15,CUST0154,Electronics,Phones,Phones Product 2,West,3,73.37,0.2,176.09,37.63
ORD00712,2025-09-06,CUST0100,Furniture,Desks,Desks Product 6,South,3,32.19,0.15,82.08,5.56
ORD00713,2025-11-18,CUST0231,Accessories,Keyboards,Keyboards Product 6,West,3,35.43,0.05,100.98,9.96
ORD00714,2025-08-23,CUST0648,Accessories,Cables,Cables Product 8,South,3,173.35,0.05,494.05,73.71
ORD00715,2025-04-10,CUST0685,Furniture,Desks,Desks Product 3,North,4,91.72,0.0,366.88,31.91
ORD00716,2025-10-15,CUST0699,Office Supplies,Storage,Storage Product 6,West,1,8.19,0.0,8.19,0.78
ORD00717,2025-10-05,CUST0020,Accessories,Bags,Bags Product 3,South,2,175.46,0.2,280.74,27.95
ORD00718,2025-06-05,CUST0581,Furniture,Tables,Tables Product 7,West,5,76.38,0.05,362.8,42.24
ORD00719,2025-09-02,CUST0711,Furniture,Tables,Tables Product 7,South,2,66.46,0.05,126.27,21.78
ORD00720,2025-11-04,CUST0238,Accessories,Keyboards,Keyboards Product 7,North,3,19.9,0.0,59.7,6.37
ORD00721,2025-03-03,CUST0352,Office Supplies,Binders,Binders Product 5,North,3,98.7,0.1,266.49,62.69
ORD00722,2025-06-02,CUST0357,Electronics,Headphones,Headphones Product 2,East,2,97.78,0.05,185.78,18.06
ORD00723,2025-08-12,CUST0201,Office Supplies,Paper,Paper Product 3,North,5,140.2,0.0,701.0,168.84
ORD00724,2025-08-21,CUST0190,Office Supplies,Storage,Storage Product 8,West,3,39.14,0.15,99.81,11.09
ORD00725,2025-09-06,CUST0471,Furniture,Desks,Desks Product 2,North,4,29.4,0.0,117.6,24.42
ORD00726,2025-07-11,CUST0355,Electronics,Phones,Phones Product 5,East,4,42.48,0.0,169.92,14.83
ORD00727,2025-02-10,CUST0156,Furniture,Desks,Desks Product 4,West,5,28.06,0.05,133.28,18.7
ORD00728,2025-12-01,CUST0745,Accessories,Bags,Bags Product 3,East,3,40.71,0.2,97.7,4.21
ORD00729,2025-12-03,CUST0430,Accessories,Cables,Cables Product 6,North,3,58.08,0.05,165.53,20.19
ORD00730,2025-08-25,CUST0004,Office Supplies,Storage,Storage Product 1,South,2,79.63,0.1,143.33,19.27
ORD00731,2025-01-28,CUST0617,Accessories,Bags,Bags Product 6,East,4,32.65,0.0,130.6,17.65
ORD00732,2025-12-13,CUST0694,Furniture,Tables,Tables Product 2,South,5,107.31,0.05,509.72,132.98
ORD00733,2025-02-19,CUST0603,Office Supplies,Storage,Storage Product 3,West,2,45.15,0.05,85.78,6.08
ORD00734,2025-09-05,CUST0674,Accessories,Cables,Cables Product 5,West,2,101.42,0.0,202.84,35.67
ORD00735,2025-03-18,CUST0774,Office Supplies,Binders,Binders Product 6,North,1,39.57,0.05,37.59,8.66
ORD00736,2025-03-17,CUST0545,Furniture,Desks,Desks Product 7,East,3,123.92,0.05,353.17,60.39
ORD00737,2025-06-06,CUST0799,Furniture,Desks,Desks Product 5,West,4,56.77,0.0,227.08,40.9
ORD00738,2025-12-24,CUST0329,Office Supplies,Binders,Binders Product 3,South,4,71.84,0.1,258.62,50.64
ORD00739,2025-06-01,CUST0080,Accessories,Bags,Bags Product 3,North,5,79.61,0.15,338.34,54.55
ORD00740,2025-05-27,CUST0009,Office Supplies,Binders,Binders Product 7,North,4,106.12,0.15,360.81,20.65
ORD00741,2025-11-17,CUST0218,Accessories,Bags,Bags Product 4,North,1,47.86,0.0,47.86,7.94
ORD00742,2025-01-13,CUST0162,Furniture,Tables,Tables Product 3,East,1,48.8,0.0,48.8,11.47
ORD00743,2025-02-15,CUST0550,Electronics,Headphones,Headphones Product 6,East,2,36.32,0.2,58.11,7.13
ORD00744,2025-12-08,CUST0620,Electronics,Phones,Phones Product 7,East,2,56.37,0.15,95.83,9.28
ORD00745,2025-04-18,CUST0280,Accessories,Bags,Bags Product 4,East,3,19.36,0.05,55.18,10.74
ORD00746,2025-10-17,CUST0178,Electronics,Phones,Phones Product 5,East,4,40.62,0.05,154.36,27.53
ORD00747,2025-05-13,CUST0285,Furniture,Tables,Tables Product 3,East,5,73.39,0.05,348.6,65.55
ORD00748,2025-08-22,CUST0799,Accessories,Bags,Bags Product 3,North,5,22.79,0.1,102.55,13.72
ORD00749,2025-06-11,CUST0046,Accessories,Bags,Bags Product 2,West,3,51.72,0.1,139.64,21.11
ORD00750,2025-11-22,CUST0144,Office Supplies,Binders,Binders Product 8,West,5,48.11,0.05,228.52,28.61
ORD00751,2025-07-28,CUST0364,Electronics,Headphones,Headphones Product 2,West,5,60.81,0.0,304.05,65.83
ORD00752,2025-01-24,CUST0652,Electronics,Laptops,Laptops Product 3,East,3,56.68,0.2,136.03,12.9
ORD00753,2025-12-02,CUST0582,Electronics,Headphones,Headphones Product 3,East,3,45.74,0.0,137.22,15.39
ORD00754,2025-04-28,CUST0573,Accessories,Cables,Cables Product 3,South,3,44.69,0.0,134.07,23.73
ORD00755,2025-08-18,CUST0517,Office Supplies,Storage,Storage Product 2,West,5,46.93,0.0,234.65,48.39
ORD00756,2025-05-20,CUST0043,Furniture,Desks,Desks Product 2,East,4,54.83,0.0,219.32,55.2
ORD00757,2025-07-13,CUST0640,Office Supplies,Storage,Storage Product 6,East,5,98.77,0.05,469.16,105.15
ORD00758,2025-08-17,CUST0183,Office Supplies,Binders,Binders Product 8,North,2,25.66,0.0,51.32,14.17
ORD00759,2025-03-30,CUST0561,Furniture,Desks,Desks Product 2,North,3,31.13,0.1,84.05,7.29
ORD00760,2025-01-08,CUST0255,Furniture,Tables,Tables Product 5,North,2,28.78,0.0,57.56,8.87
ORD00761,2025-08-17,CUST0735,Office Supplies,Binders,Binders Product 5,South,3,48.97,0.0,146.91,37.4
ORD00762,2025-02-09,CUST0728,Furniture,Chairs,Chairs Product 7,North,3,23.27,0.15,59.34,13.37
ORD00763,2025-02-28,CUST0443,Office Supplies,Paper,Paper Product 2,North,4,83.97,0.0,335.88,69.4
ORD00764,2025-06-28,CUST0284,Accessories,Bags,Bags Product 6,East,1,64.21,0.15,54.58,10.0
ORD00765,2025-03-03,CUST0271,Furniture,Chairs,Chairs Product 2,East,5,110.94,0.0,554.7,112.63
ORD00766,2025-08-27,CUST0619,Office Supplies,Paper,Paper Product 6,East,4,40.11,0.0,160.44,26.94
ORD00767,2025-05-28,CUST0774,Accessories,Keyboards,Keyboards Product 6,West,5,129.87,0.05,616.88,66.85
ORD00768,2025-12-17,CUST0350,Electronics,Laptops,Laptops Product 5,West,2,56.9,0.05,108.11,20.29
ORD00769,2025-11-17,CUST0631,Furniture,Desks,Desks Product 4,South,3,61.36,0.1,165.67,29.3
ORD00770,2025-01-25,CUST0038,Furniture,Desks,Desks Product 7,East,3,43.23,0.0,129.69,32.47
ORD00771,2025-03-14,CUST0761,Furniture,Tables,Tables Product 7,North,2,64.49,0.0,128.98,33.14
ORD00772,2025-02-25,CUST0799,Electronics,Laptops,Laptops Product 5,North,1,103.35,0.0,103.35,13.35
ORD00773,2025-02-28,CUST0391,Accessories,Keyboards,Keyboards Product 5,West,5,159.53,0.0,797.65,131.08
ORD00774,2025-12-24,CUST0482,Electronics,Phones,Phones Product 5,North,5,46.96,0.05,223.06,39.58
ORD00775,2025-02-28,CUST0227,Office Supplies,Paper,Paper Product 5,West,4,42.99,0.0,171.96,45.46
ORD00776,2025-05-31,CUST0275,Office Supplies,Paper,Paper Product 2,South,2,75.98,0.05,144.36,18.24
ORD00777,2025-12-26,CUST0085,Accessories,Cables,Cables Product 3,West,3,125.21,0.05,356.85,34.76
ORD00778,2025-11-09,CUST0746,Office Supplies,Storage,Storage Product 1,South,1,39.21,0.05,37.25,2.9
ORD00779,2025-06-01,CUST0014,Office Supplies,Storage,Storage Product 7,West,5,29.34,0.0,146.7,23.83
ORD00780,2025-11-25,CUST0515,Furniture,Tables,Tables Product 5,West,2,10.17,0.05,19.32,3.97
ORD00781,2025-07-25,CUST0594,Accessories,Keyboards,Keyboards Product 7,North,2,88.35,0.0,176.7,35.85
ORD00782,2025-05-08,CUST0138,Furniture,Desks,Desks Product 4,East,1,77.75,0.05,73.86,17.35
ORD00783,2025-12-08,CUST0650,Accessories,Keyboards,Keyboards Product 7,West,2,38.85,0.2,62.16,9.34
ORD00784,2025-04-05,CUST0443,Electronics,Phones,Phones Product 7,East,3,33.78,0.0,101.34,16.86
ORD00785,2025-06-10,CUST0144,Office Supplies,Paper,Paper Product 3,West,4,20.63,0.15,70.14,16.68
ORD00786,2025-07-11,CUST0045,Electronics,Phones,Phones Product 2,North,2,24.11,0.15,40.99,5.84
ORD00787,2025-11-04,CUST0596,Accessories,Bags,Bags Product 8,South,2,27.83,0.05,52.88,6.94
ORD00788,2025-10-08,CUST0222,Furniture,Chairs,Chairs Product 1,East,5,45.74,0.05,217.27,53.52
ORD00789,2025-06-22,CUST0336,Electronics,Laptops,Laptops Product 3,East,5,102.86,0.0,514.3,41.53
ORD00790,2025-07-02,CUST0101,Office Supplies,Paper,Paper Product 7,South,3,36.55,0.2,87.72,19.11
ORD00791,2025-09-25,CUST0705,Office Supplies,Binders,Binders Product 3,East,2,15.14,0.1,27.25,2.18
ORD00792,2025-11-22,CUST0039,Office Supplies,Storage,Storage Product 2,North,4,117.06,0.0,468.24,53.79
ORD00793,2025-07-04,CUST0471,Office Supplies,Paper,Paper Product 1,North,1,50.54,0.1,45.49,6.0
ORD00794,2025-06-14,CUST0716,Office Supplies,Binders,Binders Product 3,East,1,31.99,0.0,31.99,5.95
ORD00795,2025-09-06,CUST0088,Office Supplies,Binders,Binders Product 8,East,2,133.35,0.1,240.03,55.46
ORD00796,2025-09-11,CUST0138,Furniture,Chairs,Chairs Product 7,North,2,61.89,0.05,117.59,13.99
ORD00797,2025-03-04,CUST0124,Furniture,Tables,Tables Product 1,East,2,64.38,0.0,128.76,34.25
ORD00798,2025-04-27,CUST0324,Electronics,Headphones,Headphones Product 5,South,3,23.72,0.2,56.93,12.08
ORD00799,2025-01-14,CUST0276,Electronics,Phones,Phones Product 5,West,4,51.2,0.0,204.8,20.58
ORD00800,2025-01-20,CUST0004,Electronics,Phones,Phones Product 3,North,1,171.41,0.05,162.84,15.47
ORD00801,2025-10-20,CUST0608,Electronics,Laptops,Laptops Product 6,East,5,50.96,0.05,242.06,35.95
ORD00802,2025-04-10,CUST0111,Office Supplies,Storage,Storage Product 8,South,1,175.95,0.05,167.15,30.17
ORD00803,2025-04-06,CUST0334,Electronics,Laptops,Laptops Product 2,East,5,23.93,0.1,107.69,16.89
ORD00804,2025-01-15,CUST0643,Electronics,Headphones,Headphones Product 4,West,5,147.31,0.0,736.55,96.95
ORD00805,2025-08-08,CUST0792,Office Supplies,Storage,Storage Product 6,South,5,42.49,0.05,201.83,21.45
ORD00806,2025-09-25,CUST0262,Office Supplies,Binders,Binders Product 8,West,1,53.61,0.0,53.61,4.82
ORD00807,2025-06-28,CUST0681,Electronics,Headphones,Headphones Product 7,South,1,36.8,0.15,31.28,6.49
ORD00808,2025-07-26,CUST0585,Furniture,Desks,Desks Product 7,West,4,145.52,0.1,523.87,47.44
ORD00809,2025-12-26,CUST0143,Furniture,Chairs,Chairs Product 7,East,5,58.29,0.0,291.45,29.86
ORD00810,2025-07-17,CUST0690,Office Supplies,Storage,Storage Product 4,East,2,17.67,0.0,35.34,6.0
ORD00811,2025-08-01,CUST0667,Accessories,Keyboards,Keyboards Product 1,East,5,32.4,0.0,162.0,21.46
ORD00812,2025-05-12,CUST0506,Office Supplies,Paper,Paper Product 1,West,4,39.14,0.0,156.56,12.91
ORD00813,2025-03-09,CUST0778,Office Supplies,Paper,Paper Product 3,South,5,70.02,0.05,332.59,39.14
ORD00814,2025-01-14,CUST0326,Office Supplies,Storage,Storage Product 7,South,2,64.66,0.0,129.32,34.09
ORD00815,2025-08-20,CUST0427,Furniture,Chairs,Chairs Product 2,West,4,28.17,0.0,112.68,12.29
ORD00816,2025-04-06,CUST0594,Office Supplies,Paper,Paper Product 3,North,5,27.87,0.0,139.35,32.49
ORD00817,2025-05-11,CUST0216,Furniture,Chairs,Chairs Product 7,North,3,77.23,0.1,208.52,39.24
ORD00818,2025-11-06,CUST0239,Furniture,Desks,Desks Product 4,North,2,36.28,0.15,61.68,9.81
ORD00819,2025-10-01,CUST0332,Office Supplies,Storage,Storage Product 7,East,4,77.85,0.0,311.4,81.79
ORD00820,2025-04-30,CUST0333,Office Supplies,Binders,Binders Product 6,South,4,49.27,0.2,157.66,23.51
ORD00821,2025-08-24,CUST0385,Furniture,Desks,Desks Product 8,South,3,34.0,0.0,102.0,26.52
ORD00822,2025-08-06,CUST0117,Accessories,Bags,Bags Product 4,West,3,100.75,0.15,256.91,27.14
ORD00823,2025-08-07,CUST0589,Accessories,Bags,Bags Product 6,North,3,74.53,0.1,201.23,21.36
ORD00824,2025-12-14,CUST0151,Electronics,Phones,Phones Product 3,North,5,100.52,0.1,452.34,95.75
ORD00825,2025-02-01,CUST0171,Electronics,Headphones,Headphones Product 5,South,4,108.55,0.05,412.49,104.58
ORD00826,2025-04-23,CUST0250,Furniture,Desks,Desks Product 3,South,5,16.41,0.05,77.95,11.68
ORD00827,2025-01-15,CUST0589,Furniture,Desks,Desks Product 2,North,1,39.26,0.0,39.26,6.16
ORD00828,2025-07-03,CUST0654,Office Supplies,Binders,Binders Product 8,South,4,22.38,0.0,89.52,11.22
ORD00829,2025-05-01,CUST0267,Electronics,Headphones,Headphones Product 1,North,4,36.68,0.1,132.05,19.64
ORD00830,2025-10-06,CUST0628,Accessories,Cables,Cables Product 1,North,1,292.32,0.0,292.32,52.0
ORD00831,2025-08-24,CUST0118,Accessories,Keyboards,Keyboards Product 5,North,1,36.67,0.15,31.17,7.11
ORD00832,2025-04-08,CUST0074,Furniture,Chairs,Chairs Product 5,West,3,65.86,0.05,187.7,40.14
ORD00833,2025-12-11,CUST0128,Furniture,Chairs,Chairs Product 7,North,1,53.77,0.0,53.77,13.03
ORD00834,2025-09-26,CUST0430,Office Supplies,Paper,Paper Product 6,South,5,71.14,0.15,302.34,34.14
ORD00835,2025-07-29,CUST0493,Electronics,Laptops,Laptops Product 5,North,1,224.68,0.0,224.68,59.84
ORD00836,2025-08-19,CUST0089,Electronics,Laptops,Laptops Product 1,North,4,73.51,0.0,294.04,63.83
